"field_id","fp_id","harvest","PAN","lab_no","doy","fb","fb_sample","db_sample","db_p","db","logdb","n","c","cn_ratio","adf","source",".partitions","pls_n_pred","pls_adf_pred","rf_n_pred","rf_adf_pred","gp_n_pred","gp_adf_pred","svm_n_pred","svm_adf_pred"
"g3","316","H1",24.5517,331,"148",0.561,0.277,0.093,33.75,0.189,-1.66600826392249,1.484174013,44.84409332,30.21484947,30.712,"Witzenhausen","2",2.08278754777508,28.8091355014794,1.54421162885524,31.17146915,1.44083963633746,31.4745416467294,1.14670148516336,33.4624959932117
"g3","324","H2",62.4982,331,"267",0.127,0.103,0.041,39.8,0.051,-2.97592964625781,1.875601172,45.84749603,24.44416046,27.5895,"Witzenhausen","2",1.88111660435055,30.7339046028848,1.5946136788383,32.0731247,1.73944895856581,31.501302033451,1.79830517348277,31.046802919073
"g3","325","H2",61.3812,331,"267",0.154,0.125,0.05,40.2,0.062,-2.78062089393705,1.939027905,45.77114105,23.60519981,29.714,"Witzenhausen","2",1.72631884025847,30.272204050179,1.69348602268587,31.7128622,1.63602185157068,31.89322060174,1.58273302552443,32.7392643135803
"g3","329","H2",56.5271,331,"267",0.13,0.129,0.052,40.3,0.052,-2.95651156040071,1.52667141,45.64861679,29.9007473,35.108,"Witzenhausen","2",2.18601480549099,30.7903093023219,1.4648242003076,32.7438408833333,1.57167047746751,32.5175637801955,1.58992220987959,32.0203265475972
"g3","339","H2",43.9129,331,"267",0.058,0.128,0.05,38.7,0.022,-3.81671282562382,1.823959947,45.21144104,24.78751945,28.844,"Witzenhausen","2",2.03286271785033,29.5366330512219,1.8193921765342,30.6420140333333,1.83949712208329,30.6116676584907,1.79064815432898,30.9802059681422
"g4","402","H1",38.4083,331,"130",3.158,0.381,0.064,16.85,0.532,-0.631111789640493,2.506144762,44.63055038,17.80844879,26.9425,"Witzenhausen","2",2.30935984977403,30.1811623158875,2.6639136233324,28.2620973666667,2.71430579756639,28.9858179290615,2.88770603620894,29.3829808933108
"g4","410","H1",44.9813,331,"130",2.878,0.319,0.047,14.58,0.42,-0.867500567704723,3.10284543,43.5720787,14.04261971,25.939,"Witzenhausen","2",2.22009553098852,29.5888242047593,2.54510571319793,28.55696085,2.55290001089578,28.0681491566251,2.50592502357658,28.1232893643639
"g4","414","H1",38.867,331,"130",2.846,0.318,0.047,14.91,0.424,-0.858021823750179,3.184030533,44.00911331,13.82182503,27.3645,"Witzenhausen","2",2.59081915379912,28.8428826816581,2.55738868392397,29.0973992333334,2.47227847613659,29.0590872719496,2.61350923235309,29.0291165839579
"g4","415","H1",37.1689,331,"130",2.483,0.332,0.054,16.14,0.401,-0.913793851675568,2.703672409,43.57884979,16.11839104,24.6965,"Witzenhausen","2",2.27317694013918,29.7822100874073,2.44187770582164,29.1748403833333,2.46469558354537,29.8771920441896,2.6065908482129,29.8358131004786
"g4","432","H2",21.212,331,"157",0.428,0.181,0.035,19.1,0.082,-2.50103603171788,2.995976686,44.45711899,14.83894062,23.1365,"Witzenhausen","2",2.58380879491351,25.7424763839735,2.82755823898377,25.6658100166666,2.77910142833506,25.7246280448983,2.66641436114924,25.2926363105498
"g4","433","H2",19.2938,331,"157",0.218,0.087,0.022,24.98,0.054,-2.91877123241786,3.185436249,45.26018524,14.20847321,23.9315,"Witzenhausen","2",2.48901621044573,27.9185392851143,2.4655300274388,27.89658555,2.78880691380914,27.1202738318012,3.21716810034497,25.7614690678676
"g4","436","H2",21.5681,331,"157",0.183,0.077,0.017,21.64,0.04,-3.2188758248682,2.897405863,45.1267395,15.57487679,23.825,"Witzenhausen","2",2.15726118547286,29.6792955728667,1.82720511381377,29.4530754333334,2.11863942861734,29.1901812101328,2.53714198116075,26.6527434203113
"g4","438","H2",20.8135,331,"157",0.24,0.114,0.033,29.13,0.07,-2.65926003693278,2.867511272,45.07023239,15.7175436,30.5035,"Witzenhausen","2",2.55320854104583,28.9312614412194,2.42605528237757,28.6821152833333,2.50309203093065,28.4508758288815,2.81441212674371,26.7555899989763
"g4","445","H3",14.3234,331,"213",0.16,0.154,0.049,31.57,0.05,-2.99573227355399,1.997111678,44.43087387,22.24756622,28.628,"Witzenhausen","2",2.26281610744946,27.8120308205291,1.8764036788054,30.5696754833333,1.92626002947336,30.2700626966455,1.89336528881192,30.0709245048797
"g4","447","H3",13.7997,331,"213",0.347,0.143,0.043,30.49,0.106,-2.24431618487007,1.945725441,44.87891006,23.06538773,30.712,"Witzenhausen","2",2.36835246423829,28.8354898900618,1.9474257560267,30.3850025333333,1.88092744441991,30.021909474486,1.84253358208246,30.1243208421803
"g4","449","H3",13.7949,331,"213",0.344,0.15,0.056,37.58,0.129,-2.04794287462046,1.543610811,44.27442932,28.68237877,29.4525,"Witzenhausen","2",1.83368820480052,28.252811689461,1.92843568583973,30.3848532333333,1.87380373596573,30.4958395208931,1.85850532872821,31.2795094173287
"g4","453","H3",18.7707,331,"213",0.203,0.109,0.041,37.37,0.076,-2.57702193869581,1.820637465,44.97596359,24.70341492,28.406,"Witzenhausen","2",1.84681673072447,29.8452579199548,1.88004715442674,29.9409504333333,1.83088057724935,30.2571486358506,1.8100465177805,30.407686712072
